학원명,지역(구),학원주소,전화번호,1개월 교습비,강사수,학년-초,학년-중,학년-고,학년-기타,과목-국어,과목-영어,과목-수학,과목-사회,과목-과학,과목-외국어,과목-논술,과목-예능,과목-기타,반명
오케이에듀학원,노원구,서울특별시 노원구 노원로 254 601호(일부),02-948-4645,340000,1,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
오케이에듀학원,노원구,서울특별시 노원구 노원로 254 601호(일부),02-948-4645,200000,1,FALSE,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
승리잉글리시아이영수학원,도봉구,"서울특별시 도봉구 마들로 649-20 , 405호 (방학동,방학동메인플라자)",02-955-3627,214300,2,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
승리잉글리시아이영수학원,도봉구,"서울특별시 도봉구 마들로 649-20 , 405호 (방학동,방학동메인플라자)",02-955-3627,211400,2,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
승리잉글리시아이영수학원,도봉구,"서울특별시 도봉구 마들로 649-20 , 405호 (방학동,방학동메인플라자)",02-955-3627,80000,2,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,국어
승리잉글리시아이영수학원,도봉구,"서울특별시 도봉구 마들로 649-20 , 405호 (방학동,방학동메인플라자)",02-955-3627,80000,2,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,과학
승리잉글리시아이영수학원,도봉구,"서울특별시 도봉구 마들로 649-20 , 405호 (방학동,방학동메인플라자)",02-955-3627,80000,2,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
승리잉글리시아이영수학원,도봉구,"서울특별시 도봉구 마들로 649-20 , 405호 (방학동,방학동메인플라자)",02-955-3627,80000,2,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,0,0,사회
에듀플렉스에듀코치개별지도상계학원,노원구,"서울특별시 노원구 수락산로 212 , 3층일부 (상계동)",02-933-3461,259600,5,TRUE,TRUE,TRUE,FALSE,0,1,1,1,1,0,0,0,0,영어/수학/사회/과학
에듀플렉스에듀코치개별지도상계학원,노원구,"서울특별시 노원구 수락산로 212 , 3층일부 (상계동)",02-933-3461,129000,5,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0,0,0,0,국어/영어/수학/사회/과학
김선미영어학원,도봉구,서울특별시 도봉구 도봉로129길 45 3층,02-907-0505,190000,3,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
김선미영어학원,도봉구,서울특별시 도봉구 도봉로129길 45 3층,02-907-0505,225000,3,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
EPIC영어전문학원,노원구,서울특별시 노원구 수락산로 232 외1필지 미네르바빌딩 6층일부,02-939-3742,190000,2,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
눈높이러닝센터상계학원,노원구,"서울특별시 노원구 한글비석로 474 , 222호, 223호 (상계동, 보람상가)",02-935-0908,126200,5,TRUE,TRUE,TRUE,TRUE,0,0,1,0,0,0,0,0,0,수학
눈높이러닝센터상계학원,노원구,"서울특별시 노원구 한글비석로 474 , 222호, 223호 (상계동, 보람상가)",02-935-0908,89300,5,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,0,국어
눈높이러닝센터상계학원,노원구,"서울특별시 노원구 한글비석로 474 , 222호, 223호 (상계동, 보람상가)",02-935-0908,81100,5,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,1,기타
눈높이러닝센터상계학원,노원구,"서울특별시 노원구 한글비석로 474 , 222호, 223호 (상계동, 보람상가)",02-935-0908,84700,5,FALSE,FALSE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,영어
눈높이러닝센터상계학원,노원구,"서울특별시 노원구 한글비석로 474 , 222호, 223호 (상계동, 보람상가)",02-935-0908,111300,5,FALSE,FALSE,FALSE,TRUE,0,0,0,1,0,0,0,0,0,사회
눈높이러닝센터상계학원,노원구,"서울특별시 노원구 한글비석로 474 , 222호, 223호 (상계동, 보람상가)",02-935-0908,117900,5,FALSE,FALSE,FALSE,TRUE,0,0,0,0,1,0,0,0,0,과학
에이엘에스(ALS)학원,노원구,"서울특별시 노원구 노원로30길 45 , 2층 (상계동, 양지유치원)",02-2091-0591,313300,3,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
에이엘에스(ALS)학원,노원구,"서울특별시 노원구 노원로30길 45 , 2층 (상계동, 양지유치원)",02-2091-0591,333300,3,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
에이엘에스(ALS)학원,노원구,"서울특별시 노원구 노원로30길 45 , 2층 (상계동, 양지유치원)",02-2091-0591,160000,3,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,국어
탑플러스영어수학전문학원,노원구,"서울특별시 노원구 동일로207길 184 , 32호, 34호 (하계동,학여울청구아파트 상가동-A)",02-977-8545,219100,6,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
탑플러스영어수학전문학원,노원구,"서울특별시 노원구 동일로207길 184 , 32호, 34호 (하계동,학여울청구아파트 상가동-A)",02-977-8545,234800,6,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
파이(PAI)수학학원,노원구,서울특별시 노원구 덕릉로 619 2층,02-937-9315,242700,2,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
JS영어수학학원,도봉구,서울특별시 도봉구 노해로63가길 42 2층,02-992-0013,350000,1,TRUE,TRUE,TRUE,FALSE,0,1,1,0,0,0,0,0,0,영어/수학
제이탑영어메릭스(MERIX)해법수학학원,노원구,서울특별시 노원구 수락산로 234 상계3차현대@상가 304호,070-8242-6982,170000,2,TRUE,TRUE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
제이탑영어메릭스(MERIX)해법수학학원,노원구,서울특별시 노원구 수락산로 234 상계3차현대@상가 304호,070-8242-6982,173300,2,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
티와이피수학(TYP MATH)전문학원,노원구,서울특별시 노원구 한글비석로 269 (604~606호),02-937-7201,376200,2,FALSE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
위더스학원,노원구,서울특별시 노원구 노원로 257 인정빌딩 801호일부,02-952-2054,265000,1,FALSE,TRUE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,국어
위더스학원,노원구,서울특별시 노원구 노원로 257 인정빌딩 801호일부,02-952-2054,265000,1,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
위더스학원,노원구,서울특별시 노원구 노원로 257 인정빌딩 801호일부,02-952-2054,265000,1,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,202900,3,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,208800,3,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,240000,3,TRUE,FALSE,FALSE,FALSE,1,0,1,1,1,0,0,0,0,국어/수학/사회/과학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,250000,3,TRUE,FALSE,FALSE,FALSE,1,1,0,1,1,0,0,0,0,국어/영어/사회/과학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,412900,3,TRUE,FALSE,FALSE,FALSE,0,1,1,0,0,0,0,0,0,영어/수학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,380000,3,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0,0,0,0,국어/영어/수학/사회/과학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,400000,3,FALSE,TRUE,FALSE,FALSE,0,0,1,1,1,0,0,0,0,수학/사회/과학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,400000,3,FALSE,TRUE,FALSE,FALSE,0,1,0,1,1,0,0,0,0,영어/사회/과학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,240000,3,FALSE,TRUE,FALSE,FALSE,1,0,0,1,1,0,0,0,0,국어/사회/과학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,490000,3,FALSE,TRUE,FALSE,FALSE,0,1,1,1,1,0,0,0,0,영어/수학/사회/과학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,135000,3,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,국어
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,90000,3,FALSE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,과학
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,90000,3,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,0,사회
비엠에이(BMA)유명제7학원,도봉구,"서울특별시 도봉구 덕릉로63가길 17 2층,3층   ",02-900-3533,633300,3,FALSE,FALSE,TRUE,FALSE,1,1,1,0,0,0,0,0,0,국어/영어/수학
중계지앤비(GnB)학원,노원구,서울특별시 노원구 동일로207길 23 시영아파트1단지 유치원 3층2호~3호,02-906-0582,282500,5,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
중계지앤비(GnB)학원,노원구,서울특별시 노원구 동일로207길 23 시영아파트1단지 유치원 3층2호~3호,02-906-0582,256700,5,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
중계지앤비(GnB)학원,노원구,서울특별시 노원구 동일로207길 23 시영아파트1단지 유치원 3층2호~3호,02-906-0582,183300,5,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,국어
더(The)스카이(SKY)영어수학전문학원,노원구,서울특별시 노원구 한글비석로 444 교림노원프라자 306호,02-935-1880,225000,3,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
더(The)스카이(SKY)영어수학전문학원,노원구,서울특별시 노원구 한글비석로 444 교림노원프라자 306호,02-935-1880,225000,3,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
스카이(SKY)학원,노원구,"서울특별시 노원구 한글비석로 254 , 701호 일부 (중계동, 대명프라자)",02-3391-3877,224200,14,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,1,기타
스카이(SKY)학원,노원구,"서울특별시 노원구 한글비석로 254 , 701호 일부 (중계동, 대명프라자)",02-3391-3877,237100,14,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,1,0,0,논술
에임하이영어학원,도봉구,"서울특별시 도봉구 도봉로125길 94 , 2층 (쌍문동)",02-992-0071,267400,6,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
하이클래스학원,도봉구,"서울특별시 도봉구 시루봉로 88 2층5,6호   ",02-997-2227,275000,3,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
하이클래스학원,도봉구,"서울특별시 도봉구 시루봉로 88 2층5,6호   ",02-997-2227,330000,3,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
하이클래스학원,도봉구,"서울특별시 도봉구 시루봉로 88 2층5,6호   ",02-997-2227,153300,3,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,과학
에이플러스영어학원,노원구,서울특별시 노원구 중계로 201 오성프라자 301호일부,02-933-6050,325000,2,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
멘토-k(mento-k)수학학원,도봉구,서울특별시 도봉구 노해로63가길 42 3층,02-999-1070,411400,1,FALSE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
와이비엠잉글루쌍문제2학습관영어보습학원,도봉구,서울특별시 도봉구 도봉로109길 58 2층,02-902-2965,283300,2,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
와이비엠잉글루쌍문제2학습관영어보습학원,도봉구,서울특별시 도봉구 도봉로109길 58 2층,02-902-2965,256200,2,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
유플러스학원,도봉구,서울특별시 도봉구 덕릉로63가길 61 창동대우@ 상가동 201호,02-907-8818,210000,1,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
유플러스학원,도봉구,서울특별시 도봉구 덕릉로63가길 61 창동대우@ 상가동 201호,02-907-8818,197500,1,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
유플러스학원,도봉구,서울특별시 도봉구 덕릉로63가길 61 창동대우@ 상가동 201호,02-907-8818,66700,1,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,국어
유플러스학원,도봉구,서울특별시 도봉구 덕릉로63가길 61 창동대우@ 상가동 201호,02-907-8818,30000,1,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,0,사회
유플러스학원,도봉구,서울특별시 도봉구 덕릉로63가길 61 창동대우@ 상가동 201호,02-907-8818,30000,1,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,과학
공부의기술수학과학전문학원,노원구,"서울특별시 노원구 한글비석로 264 (201호,202호)   ",02-938-0982,332000,8,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
공부의기술수학과학전문학원,노원구,"서울특별시 노원구 한글비석로 264 (201호,202호)   ",02-938-0982,200000,8,FALSE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,과학
김만억수학학원,노원구,서울특별시 노원구 동일로 1547 시몬빌딩 6층일부),02-931-7471,171400,6,FALSE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
김만억수학학원,노원구,서울특별시 노원구 동일로 1547 시몬빌딩 6층일부),02-931-7471,185000,6,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
하늘교육화랑학원,노원구,서울특별시 노원구 노원로 43 (2층일부),02-977-7749,244700,3,TRUE,TRUE,TRUE,TRUE,0,0,1,0,0,0,0,0,0,수학
하늘교육화랑학원,노원구,서울특별시 노원구 노원로 43 (2층일부),02-977-7749,135000,3,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,과학
하늘교육화랑학원,노원구,서울특별시 노원구 노원로 43 (2층일부),02-977-7749,210000,3,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
하늘교육화랑학원,노원구,서울특별시 노원구 노원로 43 (2층일부),02-977-7749,225000,3,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
학림학원,노원구,서울특별시 노원구 한글비석로 250 그린코아빌딩 801호,02-933-4747,263700,85,FALSE,TRUE,FALSE,TRUE,1,0,0,0,0,0,0,0,0,국어
학림학원,노원구,서울특별시 노원구 한글비석로 250 그린코아빌딩 801호,02-933-4747,320200,85,FALSE,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,0,0,수학
학림학원,노원구,서울특별시 노원구 한글비석로 250 그린코아빌딩 801호,02-933-4747,280700,85,FALSE,FALSE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,영어
학림학원,노원구,서울특별시 노원구 한글비석로 250 그린코아빌딩 801호,02-933-4747,196800,85,FALSE,FALSE,FALSE,TRUE,0,0,0,0,1,0,0,0,0,과학
학림학원,노원구,서울특별시 노원구 한글비석로 250 그린코아빌딩 801호,02-933-4747,546200,85,FALSE,FALSE,FALSE,TRUE,1,1,1,0,1,0,0,0,0,국어/영어/수학/과학
학림학원,노원구,서울특별시 노원구 한글비석로 250 그린코아빌딩 801호,02-933-4747,650000,85,FALSE,FALSE,FALSE,TRUE,1,1,1,0,0,0,0,0,0,국어/영어/수학
학림학원,노원구,서울특별시 노원구 한글비석로 250 그린코아빌딩 801호,02-933-4747,124200,85,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,1,0,0,논술
StepandSam학원,도봉구,"서울특별시 도봉구 도봉로180나길 41 도봉한신@상가1동 324,325,328,331~334호  ",02-955-0594,158300,7,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
StepandSam학원,도봉구,"서울특별시 도봉구 도봉로180나길 41 도봉한신@상가1동 324,325,328,331~334호  ",02-955-0594,135000,7,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
도봉청어람진학원,도봉구,"서울특별시 도봉구 시루봉로 148 , 201호, 202호, 203호, 204호 (방학동)",02-956-7909,190000,2,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
도봉청어람진학원,도봉구,"서울특별시 도봉구 시루봉로 148 , 201호, 202호, 203호, 204호 (방학동)",02-956-7909,165000,2,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
삼성영어창경보습학원,도봉구,"서울특별시 도봉구 해등로25길 41 , 201호 (쌍문동, 한양7차아파트 상가동)",02-992-0579,212000,0,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
삼성영어창경보습학원,도봉구,"서울특별시 도봉구 해등로25길 41 , 201호 (쌍문동, 한양7차아파트 상가동)",02-992-0579,196000,0,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
영어의바다보습학원,노원구,서울특별시 노원구 한글비석로 269 6층601호,02-3391-9930,195000,2,FALSE,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
엠베스트에스이(SE)학원,노원구,"서울특별시 노원구 덕릉로 669 , 303호 (중계동)",02-935-3337,209300,4,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
엠베스트에스이(SE)학원,노원구,"서울특별시 노원구 덕릉로 669 , 303호 (중계동)",02-935-3337,185800,4,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
엠베스트에스이(SE)학원,노원구,"서울특별시 노원구 덕릉로 669 , 303호 (중계동)",02-935-3337,66200,4,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,국어
엠베스트에스이(SE)학원,노원구,"서울특별시 노원구 덕릉로 669 , 303호 (중계동)",02-935-3337,68300,4,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,0,사회
엠베스트에스이(SE)학원,노원구,"서울특별시 노원구 덕릉로 669 , 303호 (중계동)",02-935-3337,32500,4,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
엠베스트에스이(SE)학원,노원구,"서울특별시 노원구 덕릉로 669 , 303호 (중계동)",02-935-3337,102000,4,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,과학
엠베스트에스이(SE)학원,노원구,"서울특별시 노원구 덕릉로 669 , 303호 (중계동)",02-935-3337,166700,4,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,논술
HIMS명성학원,노원구,"서울특별시 노원구 광운로 59 , 2층 (월계동)",02-949-9981,250000,3,FALSE,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
HIMS명성학원,노원구,"서울특별시 노원구 광운로 59 , 2층 (월계동)",02-949-9981,250000,3,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
시매쓰중계학원,노원구,"서울특별시 노원구 한글비석로 273 , 동일프라자 201호 (중계동,동일프라자)",02-930-4445,308100,7,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,1,0,0,논술
월계셈스터디학원,노원구,서울특별시 노원구 월계로45길 28 월계테크노타운 3층,02-900-9088,148600,9,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
월계셈스터디학원,노원구,서울특별시 노원구 월계로45길 28 월계테크노타운 3층,02-900-9088,320000,9,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0,0,0,0,국어/영어/수학/사회/과학
월계셈스터디학원,노원구,서울특별시 노원구 월계로45길 28 월계테크노타운 3층,02-900-9088,365000,9,FALSE,TRUE,FALSE,FALSE,1,1,1,0,1,0,0,0,0,국어/영어/수학/과학
월계셈스터디학원,노원구,서울특별시 노원구 월계로45길 28 월계테크노타운 3층,02-900-9088,475000,9,FALSE,FALSE,TRUE,FALSE,1,1,1,0,0,0,0,0,0,국어/영어/수학
올림포스학원,노원구,"서울특별시 노원구 노원로34길 80 , 3층 (상계동,정상빌딩)",02-931-2885,203300,7,TRUE,TRUE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,국어
올림포스학원,노원구,"서울특별시 노원구 노원로34길 80 , 3층 (상계동,정상빌딩)",02-931-2885,288300,7,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
올림포스학원,노원구,"서울특별시 노원구 노원로34길 80 , 3층 (상계동,정상빌딩)",02-931-2885,340000,7,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
올림포스학원,노원구,"서울특별시 노원구 노원로34길 80 , 3층 (상계동,정상빌딩)",02-931-2885,208300,7,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,과학
플러튼영어학원,노원구,서울특별시 노원구 중계로12가길 2 외1필지,02-933-5105,250000,1,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
플러튼영어학원,노원구,서울특별시 노원구 중계로12가길 2 외1필지,02-933-5105,250000,1,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
중계에이닷영어학원,노원구,"서울특별시 노원구 한글비석로 227 , 8층일부 (중계동, 이진프라자) ",00-000-0000,308600,4,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
중계에이닷영어학원,노원구,"서울특별시 노원구 한글비석로 227 , 8층일부 (중계동, 이진프라자) ",00-000-0000,140100,4,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
필수학전문학원,도봉구,서울특별시 도봉구 시루봉로 63 3층,02-900-9973,226700,2,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
싸인매쓰수학학원,노원구,서울특별시 노원구 한글비석로 242 삼부프라자 3층301호,02-931-3748,150900,4,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,기타
박앤김영어수학학원,노원구,"서울특별시 노원구 한글비석로 264 , 401호, 402호 (중계동)",02-933-9705,323000,3,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
박앤김영어수학학원,노원구,"서울특별시 노원구 한글비석로 264 , 401호, 402호 (중계동)",02-933-9705,406800,3,TRUE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
박앤김영어수학학원,노원구,"서울특별시 노원구 한글비석로 264 , 401호, 402호 (중계동)",02-933-9705,746700,3,FALSE,TRUE,FALSE,FALSE,0,1,1,0,0,0,0,0,0,영어/수학
박앤김영어수학학원,노원구,"서울특별시 노원구 한글비석로 264 , 401호, 402호 (중계동)",02-933-9705,672000,3,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
아크로수학학원,도봉구,"서울특별시 도봉구 도당로 7 , 20 201호 일부 (쌍문동)",02-990-2040,250000,3,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
윤선생아이지에스이(IGSE)상계학원,노원구,서울특별시 노원구 동일로 1549 6층일부,02-930-1753,260000,5,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
윤선생아이지에스이(IGSE)상계학원,노원구,서울특별시 노원구 동일로 1549 6층일부,02-930-1753,100000,5,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
에듀플렉스에듀코치개별지도자립학습전문창동학원,도봉구,"서울특별시 도봉구 도봉로 568 , 715-12 4층 일부 (창동)",070-4334-4972,351600,8,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0,0,0,0,국어/영어/수학/사회/과학
유클리드영어수학학원,노원구,"서울특별시 노원구 공릉로59길 15 , 웅천상가 4층 401호,407호 (하계동)",02-948-0509,150000,6,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,1,0,0,국어/논술
유클리드영어수학학원,노원구,"서울특별시 노원구 공릉로59길 15 , 웅천상가 4층 401호,407호 (하계동)",02-948-0509,175000,6,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,과학
유클리드영어수학학원,노원구,"서울특별시 노원구 공릉로59길 15 , 웅천상가 4층 401호,407호 (하계동)",02-948-0509,316400,6,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
유클리드영어수학학원,노원구,"서울특별시 노원구 공릉로59길 15 , 웅천상가 4층 401호,407호 (하계동)",02-948-0509,285000,6,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
아이웰영수학원,도봉구,서울특별시 도봉구 도봉로136가길 4 리더스빌딩 501호,02-908-7678,220100,7,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
아이웰영수학원,도봉구,서울특별시 도봉구 도봉로136가길 4 리더스빌딩 501호,02-908-7678,219300,7,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
대치동에듀케이션학원,노원구,서울특별시 노원구 섬밭로 258 5층일부,02-977-9347,253300,3,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
대치동에듀케이션학원,노원구,서울특별시 노원구 섬밭로 258 5층일부,02-977-9347,253300,3,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
다다름학원,노원구,서울특별시 노원구 상계로23다길 18 3층일부,02-933-2434,250000,1,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
다다름학원,노원구,서울특별시 노원구 상계로23다길 18 3층일부,02-933-2434,195000,1,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,과학
다다름학원,노원구,서울특별시 노원구 상계로23다길 18 3층일부,02-933-2434,195000,1,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
다다름학원,노원구,서울특별시 노원구 상계로23다길 18 3층일부,02-933-2434,195000,1,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
경일보습학원,도봉구,"서울특별시 도봉구 도당로13길 38 , 2층 (방학동)",02-955-0566,150000,1,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
경일보습학원,도봉구,"서울특별시 도봉구 도당로13길 38 , 2층 (방학동)",02-955-0566,100000,1,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
경일보습학원,도봉구,"서울특별시 도봉구 도당로13길 38 , 2층 (방학동)",02-955-0566,80000,1,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,국어
